Domain,Unique Similar Site,fetched_at,title,category,category_rank,total_visits
berkshireeagle.com,timesunion.com,2024-02-12 09:36:20.187828,berkshireeagle.com,News and Media100%,868K,868K
timesunion.com,syracuse.com,2024-02-12 09:36:26.206308,timesunion.com,News and Media100%,3M,3M
timesunion.com,poststar.com,2024-02-12 09:36:26.206308,timesunion.com,News and Media100%,3M,3M
timesunion.com,spectrumlocalnews.com,2024-02-12 09:36:26.206308,timesunion.com,News and Media100%,3M,3M
timesunion.com,troyrecord.com,2024-02-12 09:36:26.206308,timesunion.com,News and Media100%,3M,3M
timesunion.com,news10.com,2024-02-12 09:36:26.206308,timesunion.com,News and Media100%,3M,3M
timesunion.com,saratogian.com,2024-02-12 09:36:26.206308,timesunion.com,News and Media100%,3M,3M
timesunion.com,dailyfreeman.com,2024-02-12 09:36:26.206308,timesunion.com,News and Media100%,3M,3M
timesunion.com,dailygazette.com,2024-02-12 09:36:26.206308,timesunion.com,News and Media100%,3M,3M
timesunion.com,poughkeepsiejournal.com,2024-02-12 09:36:26.206308,timesunion.com,News and Media100%,3M,3M
berkshireeagle.com,iberkshires.com,2024-02-12 09:36:20.187828,berkshireeagle.com,News and Media100%,868K,868K
iberkshires.com,people.com,2024-02-12 09:36:27.726488,iberkshires.com,News and Media100%,312K,312K
iberkshires.com,newsandtribune.com,2024-02-12 09:36:27.726488,iberkshires.com,News and Media100%,312K,312K
iberkshires.com,madisoncourier.com,2024-02-12 09:36:27.726488,iberkshires.com,News and Media100%,312K,312K
berkshireeagle.com,benningtonbanner.com,2024-02-12 09:36:20.187828,berkshireeagle.com,News and Media100%,868K,868K
benningtonbanner.com,timesargus.com,2024-02-12 09:36:29.209755,benningtonbanner.com,News and Media100%,126K,126K
benningtonbanner.com,theguardian.com,2024-02-12 09:36:29.209755,benningtonbanner.com,News and Media100%,126K,126K
benningtonbanner.com,rutlandherald.com,2024-02-12 09:36:29.209755,benningtonbanner.com,News and Media100%,126K,126K
benningtonbanner.com,burlingtonfreepress.com,2024-02-12 09:36:29.209755,benningtonbanner.com,News and Media100%,126K,126K
benningtonbanner.com,wcax.com,2024-02-12 09:36:29.209755,benningtonbanner.com,News and Media100%,126K,126K
benningtonbanner.com,vnews.com,2024-02-12 09:36:29.209755,benningtonbanner.com,News and Media100%,126K,126K
benningtonbanner.com,reformer.com,2024-02-12 09:36:29.209755,benningtonbanner.com,News and Media100%,126K,126K
berkshireeagle.com,reuters.com,2024-02-12 09:36:20.187828,berkshireeagle.com,News and Media100%,868K,868K
reuters.com,forbes.com,2024-02-12 09:36:31.347222,reuters.com,News and Media100%,91M,91M
reuters.com,cnbc.com,2024-02-12 09:36:31.347222,reuters.com,News and Media100%,91M,91M
reuters.com,bloomberg.com,2024-02-12 09:36:31.347222,reuters.com,News and Media100%,91M,91M
reuters.com,foxnews.com,2024-02-12 09:36:31.347222,reuters.com,News and Media100%,91M,91M
reuters.com,economist.com,2024-02-12 09:36:31.347222,reuters.com,News and Media100%,91M,91M
sentinelandenterprise.com,bbc.com,2024-02-12 09:35:08.969847,sentinelandenterprise.com,News and Media100%,"96,983","96,983"
bbc.com,independent.co.uk,2024-02-12 09:36:32.905480,bbc.com,News and Media100%,481M,481M
independent.co.uk,thesun.co.uk,2024-02-12 09:36:34.405334,independent.co.uk,News and Media100%,100M,100M
thesun.co.uk,metro.co.uk,2024-02-12 09:36:35.980109,thesun.co.uk,News and Media100%,98M,98M
thesun.co.uk,dailymail.co.uk,2024-02-12 09:36:35.980109,thesun.co.uk,News and Media100%,98M,98M
thesun.co.uk,telegraph.co.uk,2024-02-12 09:36:35.980109,thesun.co.uk,News and Media100%,98M,98M
thesun.co.uk,mirror.co.uk,2024-02-12 09:36:35.980109,thesun.co.uk,News and Media100%,98M,98M
thesun.co.uk,bbc.co.uk,2024-02-12 09:36:35.980109,thesun.co.uk,News and Media100%,98M,98M
thesun.co.uk,thetimes.co.uk,2024-02-12 09:36:35.980109,thesun.co.uk,News and Media100%,98M,98M
thesun.co.uk,dailyrecord.co.uk,2024-02-12 09:36:35.980109,thesun.co.uk,News and Media100%,98M,98M
thesun.co.uk,express.co.uk,2024-02-12 09:36:35.980109,thesun.co.uk,News and Media100%,98M,98M
thesun.co.uk,dailystar.co.uk,2024-02-12 09:36:35.980109,thesun.co.uk,News and Media100%,98M,98M
independent.co.uk,theguardian.com,2024-02-12 09:36:34.405334,independent.co.uk,News and Media100%,100M,100M
theguardian.com,dailymail.co.uk,2024-02-12 09:36:37.629887,theguardian.com,News and Media100%,360M,360M
theguardian.com,telegraph.co.uk,2024-02-12 09:36:37.629887,theguardian.com,News and Media100%,360M,360M
theguardian.com,bbc.co.uk,2024-02-12 09:36:37.629887,theguardian.com,News and Media100%,360M,360M
theguardian.com,mirror.co.uk,2024-02-12 09:36:37.629887,theguardian.com,News and Media100%,360M,360M
theguardian.com,aljazeera.com,2024-02-12 09:36:37.629887,theguardian.com,News and Media100%,360M,360M
independent.co.uk,dailymail.co.uk,2024-02-12 09:36:34.405334,independent.co.uk,News and Media100%,100M,100M
dailymail.co.uk,telegraph.co.uk,2024-02-12 09:36:39.223976,dailymail.co.uk,News and Media100%,380M,380M
dailymail.co.uk,bbc.co.uk,2024-02-12 09:36:39.223976,dailymail.co.uk,News and Media100%,380M,380M
dailymail.co.uk,mirror.co.uk,2024-02-12 09:36:39.223976,dailymail.co.uk,News and Media100%,380M,380M
dailymail.co.uk,express.co.uk,2024-02-12 09:36:39.223976,dailymail.co.uk,News and Media100%,380M,380M
dailymail.co.uk,foxnews.com,2024-02-12 09:36:39.223976,dailymail.co.uk,News and Media100%,380M,380M
independent.co.uk,telegraph.co.uk,2024-02-12 09:36:34.405334,independent.co.uk,News and Media100%,100M,100M
telegraph.co.uk,metro.co.uk,2024-02-12 09:36:40.729259,telegraph.co.uk,News and Media100%,79M,79M
telegraph.co.uk,bbc.co.uk,2024-02-12 09:36:40.729259,telegraph.co.uk,News and Media100%,79M,79M
telegraph.co.uk,mirror.co.uk,2024-02-12 09:36:40.729259,telegraph.co.uk,News and Media100%,79M,79M
telegraph.co.uk,thetimes.co.uk,2024-02-12 09:36:40.729259,telegraph.co.uk,News and Media100%,79M,79M
telegraph.co.uk,express.co.uk,2024-02-12 09:36:40.729259,telegraph.co.uk,News and Media100%,79M,79M
independent.co.uk,mirror.co.uk,2024-02-12 09:36:34.405334,independent.co.uk,News and Media100%,100M,100M
mirror.co.uk,metro.co.uk,2024-02-12 09:36:42.238838,mirror.co.uk,News and Media100%,92M,92M
mirror.co.uk,dailyrecord.co.uk,2024-02-12 09:36:42.238838,mirror.co.uk,News and Media100%,92M,92M
mirror.co.uk,liverpoolecho.co.uk,2024-02-12 09:36:42.238838,mirror.co.uk,News and Media100%,92M,92M
mirror.co.uk,express.co.uk,2024-02-12 09:36:42.238838,mirror.co.uk,News and Media100%,92M,92M
mirror.co.uk,dailystar.co.uk,2024-02-12 09:36:42.238838,mirror.co.uk,News and Media100%,92M,92M
independent.co.uk,bbc.co.uk,2024-02-12 09:36:34.405334,independent.co.uk,News and Media100%,100M,100M
bbc.co.uk,aljazeera.com,2024-02-12 09:36:43.900212,bbc.co.uk,News and Media100%,582M,582M
bbc.co.uk,thetimes.co.uk,2024-02-12 09:36:43.900212,bbc.co.uk,News and Media100%,582M,582M
independent.co.uk,thetimes.co.uk,2024-02-12 09:36:34.405334,independent.co.uk,News and Media100%,100M,100M
thetimes.co.uk,express.co.uk,2024-02-12 09:36:45.454948,thetimes.co.uk,News and Media100%,31M,31M
thetimes.co.uk,standard.co.uk,2024-02-12 09:36:45.454948,thetimes.co.uk,News and Media100%,31M,31M
independent.co.uk,express.co.uk,2024-02-12 09:36:34.405334,independent.co.uk,News and Media100%,100M,100M
express.co.uk,standard.co.uk,2024-02-12 09:36:47.192420,express.co.uk,News and Media100%,74M,74M
express.co.uk,dailystar.co.uk,2024-02-12 09:36:47.192420,express.co.uk,News and Media100%,74M,74M
express.co.uk,metro.co.uk,2024-02-12 09:36:47.192420,express.co.uk,News and Media100%,74M,74M
express.co.uk,dailyrecord.co.uk,2024-02-12 09:36:47.192420,express.co.uk,News and Media100%,74M,74M
bbc.com,theguardian.com,2024-02-12 09:36:32.905480,bbc.com,News and Media100%,481M,481M
theguardian.com,aljazeera.com,2024-02-12 09:36:48.937110,theguardian.com,News and Media100%,360M,360M
aljazeera.com,haaretz.com,2024-02-12 09:36:50.654750,aljazeera.com,News and Media100%,57M,57M
aljazeera.com,nbcnews.com,2024-02-12 09:36:50.654750,aljazeera.com,News and Media100%,57M,57M
aljazeera.com,jpost.com,2024-02-12 09:36:50.654750,aljazeera.com,News and Media100%,57M,57M
aljazeera.com,foxnews.com,2024-02-12 09:36:50.654750,aljazeera.com,News and Media100%,57M,57M
bbc.com,telegraph.co.uk,2024-02-12 09:36:32.905480,bbc.com,News and Media100%,481M,481M
telegraph.co.uk,metro.co.uk,2024-02-12 09:36:52.467734,telegraph.co.uk,News and Media100%,79M,79M
metro.co.uk,dailyrecord.co.uk,2024-02-12 09:36:54.257462,metro.co.uk,News and Media100%,29M,29M
metro.co.uk,dailystar.co.uk,2024-02-12 09:36:54.257462,metro.co.uk,News and Media100%,29M,29M
metro.co.uk,manchestereveningnews.co.uk,2024-02-12 09:36:54.257462,metro.co.uk,News and Media100%,29M,29M
metro.co.uk,standard.co.uk,2024-02-12 09:36:54.257462,metro.co.uk,News and Media100%,29M,29M
bbc.com,aljazeera.com,2024-02-12 09:36:32.905480,bbc.com,News and Media100%,481M,481M
aljazeera.com,haaretz.com,2024-02-12 09:36:55.879702,aljazeera.com,News and Media100%,57M,57M
haaretz.com,middleeasteye.net,2024-02-12 09:36:57.525872,haaretz.com,News and Media100%,11M,11M
haaretz.com,ynetnews.com,2024-02-12 09:36:57.525872,haaretz.com,News and Media100%,11M,11M
haaretz.com,jpost.com,2024-02-12 09:36:57.525872,haaretz.com,News and Media100%,11M,11M
haaretz.com,israelnationalnews.com,2024-02-12 09:36:57.525872,haaretz.com,News and Media100%,11M,11M
haaretz.com,timesofisrael.com,2024-02-12 09:36:57.525872,haaretz.com,News and Media100%,11M,11M
aljazeera.com,nbcnews.com,2024-02-12 09:36:55.879702,aljazeera.com,News and Media100%,57M,57M
nbcnews.com,foxnews.com,2024-02-12 09:36:59.237617,nbcnews.com,News and Media100%,90M,90M
nbcnews.com,msnbc.com,2024-02-12 09:36:59.237617,nbcnews.com,News and Media100%,90M,90M
nbcnews.com,thedailybeast.com,2024-02-12 09:36:59.237617,nbcnews.com,News and Media100%,90M,90M
aljazeera.com,jpost.com,2024-02-12 09:36:55.879702,aljazeera.com,News and Media100%,57M,57M
jpost.com,ynetnews.com,2024-02-12 09:37:00.814993,jpost.com,News and Media100%,20M,20M
jpost.com,israelnationalnews.com,2024-02-12 09:37:00.814993,jpost.com,News and Media100%,20M,20M
jpost.com,foxnews.com,2024-02-12 09:37:00.814993,jpost.com,News and Media100%,20M,20M
jpost.com,timesofisrael.com,2024-02-12 09:37:00.814993,jpost.com,News and Media100%,20M,20M
aljazeera.com,foxnews.com,2024-02-12 09:36:55.879702,aljazeera.com,News and Media100%,57M,57M
foxnews.com,drudgereport.com,2024-02-12 09:37:02.444746,foxnews.com,News and Media100%,294M,294M
bbc.com,nbcnews.com,2024-02-12 09:36:32.905480,bbc.com,News and Media100%,481M,481M
nbcnews.com,msnbc.com,2024-02-12 09:37:04.243546,nbcnews.com,News and Media100%,90M,90M
msnbc.com,newsweek.com,2024-02-12 09:37:05.926563,msnbc.com,News and Media100%,21M,21M
msnbc.com,thehill.com,2024-02-12 09:37:05.926563,msnbc.com,News and Media100%,21M,21M
nbcnews.com,thedailybeast.com,2024-02-12 09:37:04.243546,nbcnews.com,News and Media100%,90M,90M
thedailybeast.com,newsweek.com,2024-02-12 09:37:07.635787,thedailybeast.com,News and Media100%,25M,25M
thedailybeast.com,rawstory.com,2024-02-12 09:37:07.635787,thedailybeast.com,News and Media100%,25M,25M
thedailybeast.com,dailykos.com,2024-02-12 09:37:07.635787,thedailybeast.com,News and Media100%,25M,25M
thedailybeast.com,newyorker.com,2024-02-12 09:37:07.635787,thedailybeast.com,News and Media100%,25M,25M
bbc.com,foxnews.com,2024-02-12 09:36:32.905480,bbc.com,News and Media100%,481M,481M
foxnews.com,drudgereport.com,2024-02-12 09:37:09.424515,foxnews.com,News and Media100%,294M,294M
drudgereport.com,hotair.com,2024-02-12 09:37:11.155065,drudgereport.com,News and Media100%,46M,46M
drudgereport.com,realclearpolitics.com,2024-02-12 09:37:11.155065,drudgereport.com,News and Media100%,46M,46M
drudgereport.com,newsmax.com,2024-02-12 09:37:11.155065,drudgereport.com,News and Media100%,46M,46M
drudgereport.com,nationalreview.com,2024-02-12 09:37:11.155065,drudgereport.com,News and Media100%,46M,46M
drudgereport.com,breitbart.com,2024-02-12 09:37:11.155065,drudgereport.com,News and Media100%,46M,46M
drudgereport.com,dailycaller.com,2024-02-12 09:37:11.155065,drudgereport.com,News and Media100%,46M,46M
drudgereport.com,townhall.com,2024-02-12 09:37:11.155065,drudgereport.com,News and Media100%,46M,46M
sentinelandenterprise.com,bostonherald.com,2024-02-12 09:35:08.969847,sentinelandenterprise.com,News and Media100%,"96,983","96,983"
sentinelandenterprise.com,gazettenet.com,2024-02-12 09:35:08.969847,sentinelandenterprise.com,News and Media100%,"96,983","96,983"
gazettenet.com,huffpost.com,2024-02-12 09:37:14.241933,gazettenet.com,News and Media100%,261K,261K
huffpost.com,thehill.com,2024-02-12 09:37:15.856709,huffpost.com,News and Media100%,54M,54M
thehill.com,nationalreview.com,2024-02-12 09:37:17.701651,thehill.com,News and Media100%,49M,49M
thehill.com,newsweek.com,2024-02-12 09:37:17.701651,thehill.com,News and Media100%,49M,49M
thehill.com,washingtonexaminer.com,2024-02-12 09:37:17.701651,thehill.com,News and Media100%,49M,49M
thehill.com,realclearpolitics.com,2024-02-12 09:37:17.701651,thehill.com,News and Media100%,49M,49M
huffpost.com,dailykos.com,2024-02-12 09:37:15.856709,huffpost.com,News and Media100%,54M,54M
dailykos.com,balloon-juice.com,2024-02-12 09:37:19.338438,dailykos.com,News and Media100%,13M,13M
dailykos.com,crooksandliars.com,2024-02-12 09:37:19.338438,dailykos.com,News and Media100%,13M,13M
dailykos.com,alternet.org,2024-02-12 09:37:19.338438,dailykos.com,News and Media100%,13M,13M
dailykos.com,motherjones.com,2024-02-12 09:37:19.338438,dailykos.com,News and Media100%,13M,13M
dailykos.com,rawstory.com,2024-02-12 09:37:19.338438,dailykos.com,News and Media100%,13M,13M
dailykos.com,wonkette.com,2024-02-12 09:37:19.338438,dailykos.com,News and Media100%,13M,13M
gazettenet.com,recorder.com,2024-02-12 09:37:14.241933,gazettenet.com,News and Media100%,261K,261K
recorder.com,westernmassnews.com,2024-02-12 09:37:20.878320,recorder.com,News and Media100%,152K,152K
westernmassnews.com,people.com,2024-02-12 09:37:22.615990,westernmassnews.com,News and Media100%,862K,862K
westernmassnews.com,thewesterlysun.com,2024-02-12 09:37:22.615990,westernmassnews.com,News and Media100%,862K,862K
westernmassnews.com,govexec.com,2024-02-12 09:37:22.615990,westernmassnews.com,News and Media100%,862K,862K
gazettenet.com,westernmassnews.com,2024-02-12 09:37:14.241933,gazettenet.com,News and Media100%,261K,261K
westernmassnews.com,people.com,2024-02-12 09:37:24.357349,westernmassnews.com,News and Media100%,862K,862K
people.com,hellomagazine.com,2024-02-12 09:37:26.169184,people.com,News and Media100%,202M,202M
people.com,latimes.com,2024-02-12 09:37:26.169184,people.com,News and Media100%,202M,202M
people.com,usmagazine.com,2024-02-12 09:37:26.169184,people.com,News and Media100%,202M,202M
westernmassnews.com,thewesterlysun.com,2024-02-12 09:37:24.357349,westernmassnews.com,News and Media100%,862K,862K
thewesterlysun.com,providencejournal.com,2024-02-12 09:37:27.841355,thewesterlysun.com,News and Media100%,"96,405","96,405"
thewesterlysun.com,theday.com,2024-02-12 09:37:27.841355,thewesterlysun.com,News and Media100%,"96,405","96,405"
thewesterlysun.com,golocalprov.com,2024-02-12 09:37:27.841355,thewesterlysun.com,News and Media100%,"96,405","96,405"
thewesterlysun.com,govexec.com,2024-02-12 09:37:27.841355,thewesterlysun.com,News and Media100%,"96,405","96,405"
westernmassnews.com,govexec.com,2024-02-12 09:37:24.357349,westernmassnews.com,News and Media100%,862K,862K
govexec.com,nextgov.com,2024-02-12 09:37:29.580790,govexec.com,News and Media100%,974K,974K
govexec.com,vox.com,2024-02-12 09:37:29.580790,govexec.com,News and Media100%,974K,974K
govexec.com,latimes.com,2024-02-12 09:37:29.580790,govexec.com,News and Media100%,974K,974K
govexec.com,time.com,2024-02-12 09:37:29.580790,govexec.com,News and Media100%,974K,974K
govexec.com,defenseone.com,2024-02-12 09:37:29.580790,govexec.com,News and Media100%,974K,974K
sentinelandenterprise.com,milforddailynews.com,2024-02-12 09:35:08.969847,sentinelandenterprise.com,News and Media100%,"96,983","96,983"
milforddailynews.com,heraldnews.com,2024-02-12 09:37:31.113267,milforddailynews.com,News and Media100%,"96,358","96,358"
heraldnews.com,thesunchronicle.com,2024-02-12 09:37:33.031544,heraldnews.com,News and Media100%,365K,365K
thesunchronicle.com,southcoasttoday.com,2024-02-12 09:37:34.699306,thesunchronicle.com,News and Media100%,370K,370K
thesunchronicle.com,providencejournal.com,2024-02-12 09:37:34.699306,thesunchronicle.com,News and Media100%,370K,370K
heraldnews.com,fallriverreporter.com,2024-02-12 09:37:33.031544,heraldnews.com,News and Media100%,365K,365K
fallriverreporter.com,abc6.com,2024-02-12 09:37:36.302958,fallriverreporter.com,News and Media100%,266K,266K
fallriverreporter.com,newstalkkgvo.com,2024-02-12 09:37:36.302958,fallriverreporter.com,News and Media100%,266K,266K
fallriverreporter.com,southernminnesotanews.com,2024-02-12 09:37:36.302958,fallriverreporter.com,News and Media100%,266K,266K
heraldnews.com,southcoasttoday.com,2024-02-12 09:37:33.031544,heraldnews.com,News and Media100%,365K,365K
southcoasttoday.com,wbsm.com,2024-02-12 09:37:37.797838,southcoasttoday.com,News and Media100%,405K,405K
heraldnews.com,eastbayri.com,2024-02-12 09:37:33.031544,heraldnews.com,News and Media100%,365K,365K
eastbayri.com,abc6.com,2024-02-12 09:37:39.472889,eastbayri.com,News and Media100%,100K,100K
eastbayri.com,theday.com,2024-02-12 09:37:39.472889,eastbayri.com,News and Media100%,100K,100K
eastbayri.com,providencejournal.com,2024-02-12 09:37:39.472889,eastbayri.com,News and Media100%,100K,100K
heraldnews.com,universalhub.com,2024-02-12 09:37:33.031544,heraldnews.com,News and Media100%,365K,365K
heraldnews.com,patriotledger.com,2024-02-12 09:37:33.031544,heraldnews.com,News and Media100%,365K,365K
milforddailynews.com,patriotledger.com,2024-02-12 09:37:31.113267,milforddailynews.com,News and Media100%,"96,358","96,358"
sentinelandenterprise.com,heraldnews.com,2024-02-12 09:35:08.969847,sentinelandenterprise.com,News and Media100%,"96,983","96,983"
heraldnews.com,universalhub.com,2024-02-12 09:37:46.132606,heraldnews.com,News and Media100%,365K,365K
heraldnews.com,patriotledger.com,2024-02-12 09:37:46.132606,heraldnews.com,News and Media100%,365K,365K
sentinelandenterprise.com,wcvb.com,2024-02-12 09:35:08.969847,sentinelandenterprise.com,News and Media100%,"96,983","96,983"
sentinelandenterprise.com,gloucestertimes.com,2024-02-12 09:35:08.969847,sentinelandenterprise.com,News and Media100%,"96,983","96,983"
sentinelandenterprise.com,berkshireeagle.com,2024-02-12 09:35:08.969847,sentinelandenterprise.com,News and Media100%,"96,983","96,983"
telegram.com,lowellsun.com,2024-02-12 09:35:07.454239,telegram.com,News and Media100%,1M,1M
telegram.com,nbcboston.com,2024-02-12 09:35:07.454239,telegram.com,News and Media100%,1M,1M
nbcboston.com,universalhub.com,2024-02-12 09:37:58.685379,nbcboston.com,News and Media100%,2M,2M
nbcboston.com,patriotledger.com,2024-02-12 09:37:58.685379,nbcboston.com,News and Media100%,2M,2M
telegram.com,bostonherald.com,2024-02-12 09:35:07.454239,telegram.com,News and Media100%,1M,1M
telegram.com,boston25news.com,2024-02-12 09:35:07.454239,telegram.com,News and Media100%,1M,1M
boston25news.com,capecodtimes.com,2024-02-12 09:38:05.417920,boston25news.com,News and Media100%,3M,3M
capecodtimes.com,hyannisnews.com,2024-02-12 09:38:07.057709,capecodtimes.com,News and Media100%,684K,684K
hyannisnews.com,capecod.com,2024-02-12 09:38:08.901871,hyannisnews.com,News and Media95%,"96,206","96,206"
capecod.com,tripadvisor.com,2024-02-12 09:38:10.643287,capecod.com,Travel and Tourism80%,206K,206K
capecod.com,capecodchamber.org,2024-02-12 09:38:10.643287,capecod.com,Travel and Tourism80%,206K,206K
capecod.com,worldbeachguide.com,2024-02-12 09:38:10.643287,capecod.com,Travel and Tourism80%,206K,206K
capecod.com,contexttravel.com,2024-02-12 09:38:10.643287,capecod.com,Travel and Tourism80%,206K,206K
capecod.com,masslive.com,2024-02-12 09:38:10.643287,capecod.com,Travel and Tourism80%,206K,206K
capecod.com,nps.gov,2024-02-12 09:38:10.643287,capecod.com,Travel and Tourism80%,206K,206K
capecod.com,visittheusa.com,2024-02-12 09:38:10.643287,capecod.com,Travel and Tourism80%,206K,206K
capecod.com,newenglandwanderlust.com,2024-02-12 09:38:10.643287,capecod.com,Travel and Tourism80%,206K,206K
capecod.com,theswimguide.org,2024-02-12 09:38:10.643287,capecod.com,Travel and Tourism80%,206K,206K
hyannisnews.com,capenews.net,2024-02-12 09:38:08.901871,hyannisnews.com,News and Media95%,"96,206","96,206"
capenews.net,capeandislands.org,2024-02-12 09:38:12.281732,capenews.net,News and Media100%,172K,172K
hyannisnews.com,capeandislands.org,2024-02-12 09:38:08.901871,hyannisnews.com,News and Media95%,"96,206","96,206"
capeandislands.org,sfreporter.com,2024-02-12 09:38:13.980909,capeandislands.org,News and Media100%,"33,838","33,838"
capeandislands.org,westerntelegraph.co.uk,2024-02-12 09:38:13.980909,capeandislands.org,News and Media100%,"33,838","33,838"
capeandislands.org,kyuk.org,2024-02-12 09:38:13.980909,capeandislands.org,News and Media100%,"33,838","33,838"
capeandislands.org,mvtimes.com,2024-02-12 09:38:13.980909,capeandislands.org,News and Media100%,"33,838","33,838"
hyannisnews.com,ack.net,2024-02-12 09:38:08.901871,hyannisnews.com,News and Media95%,"96,206","96,206"
ack.net,palmbeachdailynews.com,2024-02-12 09:38:15.457757,ack.net,News and Media100%,"51,902","51,902"
ack.net,universalhub.com,2024-02-12 09:38:15.457757,ack.net,News and Media100%,"51,902","51,902"
ack.net,charlestoncitypaper.com,2024-02-12 09:38:15.457757,ack.net,News and Media100%,"51,902","51,902"
ack.net,jamaica-gleaner.com,2024-02-12 09:38:15.457757,ack.net,News and Media100%,"51,902","51,902"
ack.net,patriotledger.com,2024-02-12 09:38:15.457757,ack.net,News and Media100%,"51,902","51,902"
hyannisnews.com,newbedfordguide.com,2024-02-12 09:38:08.901871,hyannisnews.com,News and Media95%,"96,206","96,206"
newbedfordguide.com,capcity.news,2024-02-12 09:38:16.983729,newbedfordguide.com,News and Media100%,"79,407","79,407"
newbedfordguide.com,vallejosun.com,2024-02-12 09:38:16.983729,newbedfordguide.com,News and Media100%,"79,407","79,407"
newbedfordguide.com,newstalkkgvo.com,2024-02-12 09:38:16.983729,newbedfordguide.com,News and Media100%,"79,407","79,407"
newbedfordguide.com,southernminnesotanews.com,2024-02-12 09:38:16.983729,newbedfordguide.com,News and Media100%,"79,407","79,407"
newbedfordguide.com,westportjournal.com,2024-02-12 09:38:16.983729,newbedfordguide.com,News and Media100%,"79,407","79,407"
newbedfordguide.com,newbedfordlight.org,2024-02-12 09:38:16.983729,newbedfordguide.com,News and Media100%,"79,407","79,407"
newbedfordguide.com,vvng.com,2024-02-12 09:38:16.983729,newbedfordguide.com,News and Media100%,"79,407","79,407"
hyannisnews.com,roi-nj.com,2024-02-12 09:38:08.901871,hyannisnews.com,News and Media95%,"96,206","96,206"
roi-nj.com,tapinto.net,2024-02-12 09:38:18.727029,roi-nj.com,News and Media100%,"96,208","96,208"
roi-nj.com,nj.com,2024-02-12 09:38:18.727029,roi-nj.com,News and Media100%,"96,208","96,208"
roi-nj.com,njbiz.com,2024-02-12 09:38:18.727029,roi-nj.com,News and Media100%,"96,208","96,208"
roi-nj.com,forbes.com,2024-02-12 09:38:18.727029,roi-nj.com,News and Media100%,"96,208","96,208"
roi-nj.com,northjersey.com,2024-02-12 09:38:18.727029,roi-nj.com,News and Media100%,"96,208","96,208"
roi-nj.com,patch.com,2024-02-12 09:38:18.727029,roi-nj.com,News and Media100%,"96,208","96,208"
roi-nj.com,cnbc.com,2024-02-12 09:38:18.727029,roi-nj.com,News and Media100%,"96,208","96,208"
hyannisnews.com,provincetownindependent.org,2024-02-12 09:38:08.901871,hyannisnews.com,News and Media95%,"96,206","96,206"
provincetownindependent.org,ocearch.org,2024-02-12 09:38:20.331580,provincetownindependent.org,News and Media100%,"86,286","86,286"
provincetownindependent.org,themainewire.com,2024-02-12 09:38:20.331580,provincetownindependent.org,News and Media100%,"86,286","86,286"
provincetownindependent.org,epgn.com,2024-02-12 09:38:20.331580,provincetownindependent.org,News and Media100%,"86,286","86,286"
provincetownindependent.org,t2conline.com,2024-02-12 09:38:20.331580,provincetownindependent.org,News and Media100%,"86,286","86,286"
provincetownindependent.org,streets.mn,2024-02-12 09:38:20.331580,provincetownindependent.org,News and Media100%,"86,286","86,286"
capecodtimes.com,capenews.net,2024-02-12 09:38:07.057709,capecodtimes.com,News and Media100%,684K,684K
boston25news.com,patriotledger.com,2024-02-12 09:38:05.417920,boston25news.com,News and Media100%,3M,3M
telegram.com,wbjournal.com,2024-02-12 09:35:07.454239,telegram.com,News and Media100%,1M,1M
wbjournal.com,bizjournals.com,2024-02-12 09:38:25.695156,wbjournal.com,News and Media100%,132K,132K
bizjournals.com,businessinsider.com,2024-02-12 09:38:27.436098,bizjournals.com,News and Media100%,11M,11M
businessinsider.com,forbes.com,2024-02-12 09:38:29.176888,businessinsider.com,News and Media100%,107M,107M
forbes.com,time.com,2024-02-12 09:38:30.815159,forbes.com,News and Media100%,138M,138M
forbes.com,cnbc.com,2024-02-12 09:38:30.815159,forbes.com,News and Media100%,138M,138M
forbes.com,bloomberg.com,2024-02-12 09:38:30.815159,forbes.com,News and Media100%,138M,138M
forbes.com,usnews.com,2024-02-12 09:38:30.815159,forbes.com,News and Media100%,138M,138M
businessinsider.com,bloomberg.com,2024-02-12 09:38:29.176888,businessinsider.com,News and Media100%,107M,107M
bloomberg.com,time.com,2024-02-12 09:38:32.453856,bloomberg.com,News and Media100%,57M,57M
bloomberg.com,economist.com,2024-02-12 09:38:32.453856,bloomberg.com,News and Media100%,57M,57M
bloomberg.com,cnbc.com,2024-02-12 09:38:32.453856,bloomberg.com,News and Media100%,57M,57M
businessinsider.com,cnbc.com,2024-02-12 09:38:29.176888,businessinsider.com,News and Media100%,107M,107M
bizjournals.com,forbes.com,2024-02-12 09:38:27.436098,bizjournals.com,News and Media100%,11M,11M
forbes.com,time.com,2024-02-12 09:38:35.899062,forbes.com,News and Media100%,138M,138M
time.com,latimes.com,2024-02-12 09:38:37.473372,time.com,News and Media100%,28M,28M
time.com,newsweek.com,2024-02-12 09:38:37.473372,time.com,News and Media100%,28M,28M
time.com,newyorker.com,2024-02-12 09:38:37.473372,time.com,News and Media100%,28M,28M
forbes.com,cnbc.com,2024-02-12 09:38:35.899062,forbes.com,News and Media100%,138M,138M
forbes.com,usnews.com,2024-02-12 09:38:35.899062,forbes.com,News and Media100%,138M,138M
usnews.com,cnbc.com,2024-02-12 09:38:40.746263,usnews.com,News and Media100%,52M,52M
